ID,Country,City,Phase,Line,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Cheap?,Clength,Ctunnel,Anglo?,Source2,Reference
9510,TR,Istanbul,M11,M11 Phase 2,2018,2022,0,32,100.00%,32,0,0,7,180,Plan,916,USD,2020,3.3,3022.8,94.5,1,32,32,0,Trade,http://www.yatirimlar.com/haber-AYGM_Istanbul_Yeni_Havalimani___Halkali_Metro_Hatti_insaati_ile_Elektromekanik_Sistemlerinin_temin_montaj_ve_isletmeye_alma_isleri_ihalesi_icin_sozlesme_imzaladi-248098.htm
9515,UZ,Tashkent,,Sergeli Line,2017,2020,0,6.94,0.00%,0,6.94,0,6,,Trade,142,USD,2018,5,711,102.4,0,0,0,0,Plan,http://www.uzbekembassy.in/construction-of-sergeli-metro-line-to-cost-170-1-million/
9516,UZ,Tashkent,,Yunusabad Line extension,2017,2020,0,2.9,100.00%,2.9,0,0,2,,Trade,125,USD,2018,5,624,215.2,0,0,0,0,Trade,https://www.railwaypro.com/wp/tashkent-metro-extension-is-underway/
9753,AT,Vienna,,Lainz Tunnel,1999,2012,1,12.8,100.00%,12.8,0,0,0,,Media,"1,300",EUR,2005,1.25,1625,127.0,0,0,0,0,Media,https://wien.orf.at/v2/news/stories/2537074/
9754,BR,Rio de Janeiro,,Line 4,2010,2016,0,16,96.00%,15.4,0,0,7,,Measured,"10,300",BRL,2013,0.59,6077,379.8,0,0,0,0,Trade,http://itdpbrasil.org.br/wp-content/uploads/2018/05/ITDP_PP_Linha_4_Maio_2018.pdf
9755,BR,Salvador,,SkyRail Bahia,2020,2022,0,23.3,0.00%,0,0,0,26,,Trade,689,USD,2021,2.3,1584.7,68.0,0,0,0,0,Trade,https://www.yicaiglobal.com/news/byd-design-for-usd689-million-brazil-monorail-gets-green-light
9756,BR,Sao Paulo,,Line 17,2012,2021,0,7.7,0.00%,0,0,0,8,,Trade,"1,300",USD,2016,2.3,2990,388.3,0,0,0,0,Trade,https://www.railjournal.com/in_depth/21-rail-projects-to-watch-in-2021
9761,CA,Calgary,,Green Line stage 1,2021,2027,0,20,20.00%,4,0,0,15,,Wiki,"5,500",CAD,2024,0.84,4620,231.0,0,0,0,1,Media,https://globalnews.ca/news/7527443/green-line-lrt-calgary-alberta-government/
9762,CA,Vancouver,,Millennium Line Phase 1,1998,2002,0,19.9,0.00%,0,0,0,13,,Wiki,"1,200",CAD,2000,0.81,972,48.8,0,0,0,1,Plan,https://web.archive.org/web/20181110080355/https://www.translink.ca/-/media/Documents/about_translink/corporate_overview/corporate_reports/history/translink_history_nov_2008.pdf
9763,CA,Vancouver,,Canada Line,2005,2009,0,18.4,49.00%,9.1,0,0,16,,Wiki,"2,050",CAD,2007,0.82,1681,91.4,0,0,0,1,Media,https://vancouversun.com/news/local-news/by-the-numbers-canada-line-turns-10
9764,CA,Vancouver,,Evergreen Line,2012,2016,0,10.9,18.00%,2,0,0,6,,Wiki,"1,430",CAD,2014,0.81,1158.3,106.3,0,0,0,1,Media,https://thebreaker.news/news/evergreen-line-costs/
9769,DE,Hamburg,,U5-East,2021,2030,0,5.8,93.00%,5.4,0,0,5,,Media,"1,750",EUR,2025,1.3,2275,392.2,0,0,0,0,Media,https://www.mopo.de/hamburg/politik/xxl-bahnprojekt-darum-kostet-hamburgs-neue-u5-linie-milliarden-32844424
9770,FR,Rennes,,Line B,2014,2021,0,14,79.00%,11,0,0,15,,Trade,"1,342",EUR,2020,1.3,1744.6,124.6,0,0,0,0,Plan,http://www.presse.metropole.rennes.fr/accueil/documents-presse/tous-les-documents/27-10165/mise-en-service-de-la-ligne-b-du-metro-de-rennes-metropole-le-21-decembre-2020
9771,HK,Hong Kong,,Tung Chung Line extension,2023,2029,0,1.8,100.00%,1.8,0,0,1,,Media,"18,700",HKD,2016,0.1686,3152.82,1751.6,0,0,0,1,Media,https://news.rthk.hk/rthk/en/component/k2/1519400-20200407.htm
9772,HK,Hong Kong,,West Island Line,2009,2016,0,3,100.00%,3,0,0,3,,Plan,"18,500",HKD,2012,0.1834,3392.9,1131.0,0,0,0,1,Plan,https://www.legco.gov.hk/yr15-16/english/panels/tp/tp_rdp/papers/tp_rdp20160627cb4-1136-2-e.pdf
9777,HK,Hong Kong,,South Island Line (East),2011,2016,0,7,71.00%,5,2,0,5,,Plan,"16,900",HKD,2013,0.1803,3047.07,435.3,0,0,0,1,Plan,https://www.legco.gov.hk/yr15-16/english/panels/tp/tp_rdp/papers/tp_rdp20160627cb4-1136-2-e.pdf
9778,HK,Hong Kong,,Kwun Tong Line extension,2011,2016,0,2.6,100.00%,2.6,0,0,2,,Plan,"7,200",HKD,2013,0.1803,1298.16,499.3,0,0,0,1,Plan,https://www.legco.gov.hk/yr15-16/english/panels/tp/tp_rdp/papers/tp_rdp20160627cb4-1136-2-e.pdf
9779,HK,Hong Kong,,Tuen Mun South Extension,2023,2030,0,2.4,0.00%,0,0,0,2,,Plan,"11,400",HKD,2015,0.1715,1955.1,814.6,0,0,0,1,Plan,https://www.legco.gov.hk/yr19-20/english/panels/tp/tp_rdp/papers/tp_rdp20200605cb4-646-1-e.pdf
9780,HK,Hong Kong,,Sha Tin-Central Link,2012,2022,1,17,88.00%,15,0,0,9,,Measured,"87,300",HKD,2017,0.1664,14526.72,854.5,0,0,0,1,Trade,https://www.railwaygazette.com/infrastructure/shatin-central-project-faces-23-cost-increase/45602.article
9781,HK,Hong Kong,,Modified Initial System,1975,1980,0,15.6,82.10%,12.8,2.8,0,15,200,Plan,"5,637",HKD,1977,0.9157,5161.8009,330.9,0,0,0,1,Plan,https://mmis.hkpl.gov.hk///c/portal/cover?c=QF757YsWv59%2F9WIUSQ5l76Vd0tr1CR%2F%2F#.YW2ctNha4E8.link
9782,HK,Hong Kong,,Tsuen Wan Extension,1978,1982,0,10.5,80.00%,8.4,2,0.1,10,200,Plan,"3,900",HKD,1980,0.6209,2421.51,230.6,0,0,0,1,Plan,https://mmis.hkpl.gov.hk///c/portal/cover?c=QF757YsWv59%2F9WIUSQ5l7%2Fm%2BLaqXoBAd#.YW1kGBtofbY.link
9783,HK,Hong Kong,,Island Line,1981,1986,0,12.5,84.00%,10.5,2,0,14,200,Plan,"8,748",HKD,1983,0.4907,4292.6436,343.4,0,0,0,1,Plan,https://mmis.hkpl.gov.hk///c/portal/cover?c=QF757YsWv59%2F9WIUSQ5l7xsxoWQ4dkCT#.YW1js87Ueak.link
9784,HK,Hong Kong,,Eastern Harbour Crossing,1986,1989,0,4.6,100.00%,4.6,0,0,1,200,Plan,"1,254",HKD,1987,0.3768,472.5072,102.7,0,0,0,1,Plan,https://mmis.hkpl.gov.hk///c/portal/cover?c=QF757YsWv59%2F9WIUSQ5l77yBOL%2Bgwk13#.YW423bEbO3o.link
9773,HK,Hong Kong,,Airport Railway,1994,1998,0,34,23.53%,8,6,20,9,200,Plan,"34,000",HKD,1996,0.1871,6361.4,187.1,0,0,0,1,Plan,https://www.info.gov.hk/archive/napco/cost.html
9774,HK,Hong Kong,,Quarry Bay Congestion Relief Works (Kwung Tung Extension),1997,2001,0,2.1,100.00%,2.1,0,0,0,N/A,Plan,"3,100",HKD,1999,0.1823,565.13,269.1,0,0,0,1,Plan,
9775,HK,Hong Kong,,Tseung Kwan O Extension,1999,2002,0,4,100.00%,4,0,0,5,200,Plan,"16,000",HKD,2000,0.1886,3017.6,754.4,0,0,0,1,,
9776,HK,Hong Kong,,Penny's Bay Rail Link (Disneyland Resort Line),2001,2005,0,3.5,25.00%,0.875,0,2.625,2,,Measured,"2,000",HKD,2003,0.2115,423,120.9,0,0,0,1,,
9789,HK,Hong Kong,,Airport Express Extension,,2005,0,1.3,0.00%,0,1.3,0,1,200,Measured,,HKD,2004,,,,0,0,0,1,,
9790,HK,Hong Kong,,LOHAS Park Spur Line,,2009,0,1.8,,,,,,,,,,,,,,0,0,0,1,,
9791,HK,Hong Kong,,Kowloon Southern Link,,2009,1,,,,,,,,,,,,,,,0,0,0,1,,
9785,IN,Delhi,,Noida Metro,2015,2019,0,29.7,0.00%,0,0,0,21,,Trade,"42,610",INR,2017,0.048,2045.28,68.9,0,0,0,0,Media,https://timesofindia.indiatimes.com/city/noida/noida-greater-noida-metro-link-to-cost-less-than-estimate/articleshow/58370627.cms
9786,IN,Jaipur,,Phase 1,2011,2020,0,12.1,23.00%,2.8,0,0,11,,Plan,"31,490",INR,2011,0.064,2015.36,166.6,0,0,0,0,Plan,http://mohua.gov.in/upload/uploadfiles/files/Jaipur_Metro_PPT.pdf
9787,IN,Lucknow,,Line 1,2014,2019,0,22.9,15.00%,3.4,0,0,22,,Plan,"69,280",INR,2016,0.05,3464,151.3,0,0,0,0,Plan,https://pib.gov.in/newsite/PrintRelease.aspx?relid=133816
9788,IT,Brescia,,Metro,2003,2013,0,13.7,71.00%,9.7,0,0,17,,Wiki,716,EUR,2008,1.3,930.8,67.9,1,13.7,9.7,0,Media,https://www.giornaledibrescia.it/brescia-e-hinterland/metrobus-a-brescia-arrivano-71-6-milioni-dal-cipe-1.1130855
9793,IT,Naples,Line 1,Line 1,1976,1993,0,18,78.00%,14,0,0,18,,Wiki,"3,037",EUR,2017,1.3,3948.1884,219.3,1,18,14,0,Plan,
9794,IT,Naples,Line 1,Line 1 airport extension,2014,2024,0,3.5,100.00%,3.5,0,0,4,,Plan,686,EUR,2019,1.3,891.15,254.6,1,3.5,3.5,0,Plan,http://silos.infrastrutturestrategiche.it/admin/scheda.aspx?id=1324
9795,IT,Naples,,Line 6,2002,2021,0,5.5,100.00%,5.5,0,0,8,,Plan,"1,060",EUR,2011,1.3,1378.065,250.6,1,5.5,5.5,0,Plan,http://silos.infrastrutturestrategiche.it/admin/scheda.aspx?id=1317
9796,IT,Turin,,Line 2,2024,,0,9.1,100.00%,9.1,0,0,13,,Measured,"1,500",EUR,2020,1.3,1950,214.3,1,9.1,9.1,0,Trade,https://tunnelbuilder.com/News/ItalyPiedmont-A-InfraTo-the-design-of-Line-2-in-Turin.aspx
9801,JP,Osaka,,Hanshin Namba Line,2003,2009,1,3.8,100.00%,3.8,0,0,3,,Wiki,"127,500",JPY,2006,0.008,1020,268.4,0,0,0,0,Plan,https://www.hankyu-hanshin.co.jp/upload/irRelatedInfoEn/15.pdf
9802,RS,Belgrade,,Metro Line 1,2021,2026,0,22,100.00%,22,0,0,24,,Trade,"1,800",EUR,2023,3.05,5490,249.5,0,0,0,0,Trade,https://www.railwaypro.com/wp/alstom-involved-in-the-belgrade-metro-project/
9803,RS,Belgrade,,Metro Line 2,2021,2026,0,20,100.00%,20,0,0,21,,Trade,"2,200",EUR,2023,3.05,6710,335.5,0,0,0,0,Trade,https://www.railwaypro.com/wp/alstom-involved-in-the-belgrade-metro-project/
9804,SE,Gothenburg,,West Link,2018,2026,1,8,75.00%,6.0,0,0,3,,Plan,"20,000",SEK,2009,0.112,2240,280.0,1,8,6,0,Plan,https://www.trafikverket.se/en/startpage/projects/Railway-construction-projects/The-West-Link-ProjectVastlanken/
9809,TW,Taipei,,"System to 2012, ex-Neihu",1988,2012,0,93.9,65.00%,60.9,0,0,92,,Measured,"557,286",TWD,2000,0.0664,37003.7904,394.1,0,0,0,0,Trade,https://www.railjournal.com/in_depth/taiwan-transit-in-transition
9810,TW,Taipei,,Neihu Line,2002,2009,0,14.8,26.00%,3.8,0,0,12,,Measured,"63,714",TWD,2005,0.0664,4230.6096,285.9,0,0,0,0,Plan,https://web.archive.org/web/20160420112521/http://www2.dorts.gov.tw/news/newsletter/ns259/rp259_02.htm
9811,TW,Taipei,Xinyi Line,Xinyi Line,2002,2013,0,6.5,100.00%,6.5,0,0,7,,Media,"39,000",TWD,2007,0.0664,2589.6,398.4,0,0,0,0,Media,https://www.taipeitimes.com/News/editorials/archives/2013/11/28/2003577823
9812,TW,Taipei,Xinyi Line,Xinyi Line East Extension,2016,2022,0,1.4,100.00%,1.4,0,0,1,,Plan,"9,000",TWD,2019,0.0664,597.6,426.9,0,0,0,0,Plan,https://english.gov.taipei/News_Content.aspx?n=A11F01CFC9F58C83&sms=DFFA119D1FD5602C&s=C36916C73CDB70EA
9817,US,Honolulu,,HART,2011,2026,0,32,0.00%,0,0,0,21,,Trade,"11,371",USD,2018,1,11371,355.3,0,0,0,1,Media,https://www.hawaiibusiness.com/hart-history-hawaii-rail-project-when-finished-budget/
9818,US,Los Angeles,,Crenshaw/LAX Line,2014,2021,0,13.7,34.00%,4.7,0,0,9,,Wiki,"2,100",USD,2017,1,2100,153.3,0,0,0,1,Media,https://la.curbed.com/2019/12/4/20992333/crenshaw-lax-line-opening-map-stops
9819,US,Miami,,Metrorail extension to MIA,2009,2012,0,3.9,0.00%,0,3.9,0,1,,Plan,506,USD,2010,1,506,129.7,0,0,0,1,Plan,https://www.miamidade.gov/transit/improvement-airportlink.asp
9820,US,Seattle,,West Seattle and Ballard,2026,2036,0,19,32.00%,6,0,0,13,,Plan,"12,341",USD,2020,1,12341,649.5,0,0,0,1,Plan,https://publicola.com/wp-content/uploads/2021/01/Presentation-Updated-Project-Cost-Estimates-210107.pdf
9825,US,Washington,,Silver Line Phase 1,2009,2014,0,18.8,4.00%,0.7,0,0,5,,Measured,"2,982",USD,2011,1,2982,158.6,0,0,0,1,Plan,http://www.dullesmetro.com/about-dulles-rail/funding/
9826,US,Washington,,Silver Line Phase 2,2013,2021,0,18.3,0.00%,0,0,0,6,,Plan,"2,778",USD,2017,1,2778,151.8,0,0,0,1,Plan,http://www.dullesmetro.com/about-dulles-rail/funding/
9827,TR,Adana,,First stage,1996,2010,0,13.9,25.00%,3.5,0,0,13,,Wiki,534,USD,2006,2,1068,76.8,1,13.9,3.5,0,Media,https://www.sabah.com.tr/gundem/2010/05/13/adana_metrosu_hizmete_giriyor
9828,TR,Istanbul,,M6,2013,2015,0,3.3,100.00%,3.3,0,0,4,90,Plan,125,USD,2014,2,249.2,75.5,1,3.3,3.3,0,Plan,https://www.uab.gov.tr/uploads/cities/istanbul/34-istanbul.pdf
9833,TR,Istanbul,M3,M3 Phase 3,2017,2022,0,6.2,100.00%,6.2,0,0,4,180,Plan,206,USD,2020,3.3,679.47,109.6,1,6.2,6.2,0,Plan,"https://rayhaber.com/2017/03/basaksehir-kayasehir-metrosu-insaati-ihale-sonucu/,"
9834,TR,Istanbul,M7,M7 Phase 3,2017,2027,0,18.5,97.30%,18,0,0,11,180,Plan,896,USD,2020,3.3,2957.79,159.9,1,18.5,18,0,Plan,https://www.ibb.istanbul/Uploads/2019/10/1.-DOc.DR.PELiN-ALPKoKiN--RAYLI-SiSTEMLERiN-MEVCUT-DURUMU.pdf
9835,TR,Istanbul,,M9,2016,2023,0,13.4,100.00%,13.4,0,0,12,90,Plan,387,USD,2020,3.3,1276.11,95.2,1,13.4,13.4,0,Plan,https://www.ibb.istanbul/Uploads/2019/10/1.-DOc.DR.PELiN-ALPKoKiN--RAYLI-SiSTEMLERiN-MEVCUT-DURUMU.pdf
9836,TR,Istanbul,M1,M1A-M1B (LR),1987,2014,0,26.6,36.47%,9.7,0,0,23,100-140,Plan,882,USD,2000,2.2,1940.4,72.9,1,26.6,9.7,0,Plan,
9837,DE,Munich,,Second Trunk Line,2016,2028,1,7.2,100.00%,7.2,0,0,3,210,Plan,"3,849",EUR,2020,1.35,5196.15,721.7,0,0,0,0,Plan,https://www.2.stammstrecke-muenchen.de/kosten-und-finanzierung.html
9838,TR,Istanbul,,M1B,2017,2027,0,9.7,95.00%,9.3,0,0,10,125,Plan,786,USD,2020,3.3,2593.8,267.4,1,9.7,9.3,0,Media,https://ekap.kik.gov.tr/EKAP/Ortak/IhaleArama/index.html
9839,TR,Istanbul,,M4 P4-M10,2017,2024,0,14,100.00%,14,0,0,8,180,Plan,344,USD,2020,3.3,1135.2,81.1,1,14,14,0,Media,https://ekap.kik.gov.tr/EKAP/Ortak/IhaleArama/index.html
9840,PL,Łódź,,Cross-City Line,2018,2023,1,5.25,100.00%,5.25,0,0,2,,Wiki,"1,760",PLN,2020,0.561,987.36,188.1,0,0,0,0,Trade,https://www.transport-publiczny.pl/mobile/rusza-drazenie-tuneli-w-lodzi-tunele-wykonaja-katarzyna-i-faustyna-67079.html
9841,FR,Paris,,RER D Gare de Lyon-Les Halles,1991,1995,1,2.5,100.00%,2.5,0,0,0,,Plan,321,EUR,2003,1.25,401.25,160.5,0,0,0,0,Plan,http://www.cgedd.developpement-durable.gouv.fr/IMG/pdf/RER_D_ChateletGareLyon_cle776cb1-1.pdf
9842,TW,Taipei,,Keelung MRT,2023,2032,0,16,10.00%,1.6,12.8,1.6,13,,Media,"42,500",TWD,2027,0.0664,2822,176.4,0,0,0,0,Media,https://focustaiwan.tw/politics/202202220017
9843,CZ,Prague,,Line C to Letnany,2004,2008,0,4.6,100.00%,4.6,0,0,3,97,Wiki,"15,000",CZK,2006,0.069,1035,225.0,0,0,0,0,Media,https://zpravy.aktualne.cz/czk-15bn-prague-metro-extension-ends-in-a-field/r~i:article:630675/
9844,CZ,Prague,,Line D,2021,2029,0,10.5,90.00%,9.5,1,0,10,97,Wiki,"73,000",CZK,2025,0.0776,5664.8,539.5,0,0,0,0,Media,https://deutsch.radio.cz/prager-metro-bau-der-neuen-linie-d-nimmt-konturen-8683676
9845,DE,Munich,,U3 to Moosach,2004,2010,0,1.7,100.00%,1.7,0,0,2,120,Trade,180,EUR,2007,1.25,225,132.4,0,0,0,0,Trade,https://www.u-bahn-muenchen.de/report/baustellenreport/moosach/
9846,DE,Munich,,U5 to Pasing,2022,2029,0,3.8,100.00%,3.8,0,0,3,120,Plan,988,EUR,2025,1.35,1333.8,351.0,0,0,0,0,Media,https://www.sueddeutsche.de/muenchen/muenchen-u-bahn-u5-pasing-kosten-1.5475070
